source,target,evidence,iLIS,fdr
Orc5,Orc1,both,0.2369,FDR 10
Orc4,Orc1,both,0.5339,FDR 5
Orc4,Cdc6,both,0.4842,FDR 5
Orc4,Orc3,both,0.2772,FDR 10
CG31233,CG31343,diopt4,0.6233,FDR 1
CG31233,CG4829,diopt4,0.5802,FDR 1
CG31233,SP1029,diopt4,0.3108,FDR 10
CG31343,CG4829,diopt4,0.5995,FDR 1
CG31343,CG8654,diopt4,0.398,FDR 5
CG31343,Hsp83,diopt4,0.3408,FDR 5
CG31343,CG3502,diopt4,0.3258,FDR 10
CG31343,CG17636,diopt4,0.302,FDR 10
CG31343,Ag5r,fly,0.2481,FDR 10
DNApol-alpha73,DNApol-alpha180,both,0.6233,FDR 1
DNApol-alpha73,CG17568,fly,0.4185,FDR 5
DNApol-alpha73,Traf-like,fly,0.335,FDR 10
DNApol-alpha73,DNApol-alpha50,both,0.3012,FDR 10
DNApol-alpha73,DNApol-alpha60,both,0.2707,FDR 10
DNApol-alpha180,DNApol-alpha60,both,0.394,FDR 5
DNApol-alpha180,Ctf4,both,0.3418,FDR 5
DNApol-alpha180,Dpit47,fly,0.2729,FDR 10
DNApol-alpha180,DNApol-alpha50,both,0.2358,FDR 10
RpL22,rump,diopt4,0.5616,FDR 1
RpL22,AP-2mu,both,0.4841,FDR 5
RpL22,RpS19a,both,0.4817,FDR 5
RpL22,RpL39,both,0.4747,FDR 5
RpL22,Hsp70Aa,diopt4,0.4292,FDR 5
RpL22,Rel,both,0.391,FDR 5
RpL22,Kr-h1,fly,0.3609,FDR 5
RpL22,RpL17,both,0.3558,FDR 5
RpL22,RpS2,both,0.3504,FDR 5
RpL22,RpS12,both,0.3152,FDR 10
RpL22,RpLP0,both,0.3128,FDR 10
RpL22,rdx,fly,0.2431,FDR 10
eIF2Bdelta,CG10139,fly,0.3591,FDR 5
Amy-p,CG13085,fly,0.6231,FDR 1
Amy-p,Nepl14,diopt4,0.3289,FDR 10
Amy-p,CG3038,diopt4,0.2299,FDR 10
CG13085,Amy-d,fly,0.6149,FDR 1
CG13085,CG14053,fly,0.3278,FDR 10
Nf-YA,Vap33,fly,0.5359,FDR 5
Nf-YA,Lhr,fly,0.5073,FDR 5
Nf-YA,S6kII,diopt4,0.3689,FDR 5
Nf-YA,Dll,fly,0.2764,FDR 10
Nf-YA,stg,diopt4,0.2763,FDR 10
Nf-YA,Erk7,diopt4,0.2732,FDR 10
Myb,lin-52,both,0.5196,FDR 5
Myb,CTCF,both,0.4372,FDR 5
Myb,E5,fly,0.4301,FDR 5
Myb,msn,diopt4,0.4162,FDR 5
Myb,Dyrk2,diopt4,0.3852,FDR 5
Myb,CkIIalpha,diopt4,0.3257,FDR 10
Myb,B-H2,fly,0.2827,FDR 10
dop,fd19B,diopt4,0.5248,FDR 5
dop,Pka-C2,diopt4,0.4584,FDR 5
dop,Pkc53E,diopt4,0.4023,FDR 5
dop,slp2,diopt4,0.3953,FDR 5
dop,ksr,diopt4,0.3723,FDR 5
dop,Csk,diopt4,0.3339,FDR 10
dop,AMPKalpha,diopt4,0.3205,FDR 10
dop,gek,diopt4,0.2845,FDR 10
dop,JIL-1,diopt4,0.2816,FDR 10
dop,Src64B,diopt4,0.2712,FDR 10
dop,sgg,both,0.269,FDR 10
dop,wts,diopt4,0.2669,FDR 10
dop,arm,diopt4,0.2519,FDR 10
dop,p38a,diopt4,0.2282,FDR 10
dop,Irbp,diopt4,0.2279,FDR 10
Srp54k,Srp19,diopt4,0.3716,FDR 5
CG8299,Stim,diopt4,0.6225,FDR 1
CG8299,CG14024,diopt4,0.4423,FDR 5
CG8299,mew,diopt4,0.4019,FDR 5
CG8299,dtn,diopt4,0.3404,FDR 5
CG8299,Pal1,diopt4,0.2834,FDR 10
CG8299,FucTB,diopt4,0.2771,FDR 10
CG8299,CG31787,diopt4,0.2511,FDR 10
Stim,Nepl12,diopt4,0.5241,FDR 5
Stim,Sfp24F,diopt4,0.4971,FDR 5
Stim,CG12951,diopt4,0.4517,FDR 5
Stim,Nepl5,diopt4,0.4457,FDR 5
Stim,gammaTry,diopt4,0.4452,FDR 5
Stim,CG30025,diopt4,0.4326,FDR 5
Stim,CG6414,diopt4,0.4183,FDR 5
Stim,CG4613,diopt4,0.3961,FDR 5
Stim,CG9294,diopt4,0.3888,FDR 5
Stim,betaTry,diopt4,0.375,FDR 5
Stim,lectin-37Da,diopt4,0.3549,FDR 5
Stim,Ser8,diopt4,0.3472,FDR 5
Stim,Vap33,diopt4,0.3458,FDR 5
Stim,CG18284,diopt4,0.344,FDR 5
Stim,Nepl4,diopt4,0.3421,FDR 5
Stim,epsilonTry,diopt4,0.3339,FDR 10
Stim,CG18735,diopt4,0.3331,FDR 10
Stim,tpr,diopt4,0.2978,FDR 10
Stim,CG4914,diopt4,0.2843,FDR 10
Stim,CG43055,diopt4,0.2733,FDR 10
Stim,CG3355,diopt4,0.2583,FDR 10
Stim,Pdi,diopt4,0.2471,FDR 10
Stim,Sdr,diopt4,0.2469,FDR 10
Stim,CAH9,diopt4,0.244,FDR 10
Stim,CARPB,diopt4,0.2436,FDR 10
Stim,CAH16,diopt4,0.2428,FDR 10
Stim,tfc,diopt4,0.2256,FDR 10
Sin3A,CG3815,both,0.4942,FDR 5
Sin3A,Hcf,both,0.386,FDR 5
Sin3A,Iswi,both,0.3005,FDR 10
Sin3A,CkIIalpha,diopt4,0.2878,FDR 10
Sin3A,mam,fly,0.257,FDR 10
Sin3A,stg,fly,0.2287,FDR 10
Pol31,Pol32,fly,0.6224,FDR 1
Pol31,DNApol-delta,both,0.4894,FDR 5
Pol31,DNApol-zeta,both,0.379,FDR 5
Pol32,Rev1,fly,0.3882,FDR 5
Art9,CG14506,fly,0.6222,FDR 1
CG14506,CG7367,fly,0.5749,FDR 1
cal1,Cenp-C,fly,0.5299,FDR 5
cal1,rdx,fly,0.5009,FDR 5
Spindly,Dap160,fly,0.4801,FDR 5
Spindly,Eps-15,fly,0.4398,FDR 5
Spindly,unc-119,fly,0.3313,FDR 10
Spindly,apt,fly,0.3196,FDR 10
Spindly,CG31729,fly,0.267,FDR 10
RhoGEF2,Pak,diopt4,0.5598,FDR 1
RhoGEF2,LIMK1,fly,0.4364,FDR 5
RhoGEF2,sgg,both,0.3742,FDR 5
RhoGEF2,Doa,diopt4,0.3604,FDR 5
RhoGEF2,Rok,fly,0.3251,FDR 10
Dap160,Eps-15,both,0.6219,FDR 1
Dap160,apt,fly,0.61,FDR 1
Dap160,ebi,fly,0.5323,FDR 5
Dap160,RASSF8,fly,0.5141,FDR 5
Dap160,CG13838,fly,0.4042,FDR 5
Dap160,Nek2,fly,0.3829,FDR 5
Dap160,CG17002,fly,0.3743,FDR 5
Dap160,Pak,diopt4,0.3681,FDR 5
Dap160,nwk,both,0.3557,FDR 5
Dap160,Syt1,fly,0.3261,FDR 10
Dap160,CG10984,fly,0.2988,FDR 10
Dap160,stnB,both,0.2868,FDR 10
Dap160,drongo,both,0.231,FDR 10
Eps-15,CG17002,fly,0.5638,FDR 1
Eps-15,Khc,diopt4,0.5357,FDR 5
Eps-15,CG8176,diopt4,0.4875,FDR 5
Eps-15,apt,fly,0.4757,FDR 5
Eps-15,Reps,diopt4,0.4027,FDR 5
Eps-15,unc-119,fly,0.3528,FDR 5
Eps-15,hpo,fly,0.3471,FDR 5
Eps-15,CG10984,fly,0.3359,FDR 10
Eps-15,drongo,diopt4,0.3304,FDR 10
Eps-15,Nsun2,fly,0.2914,FDR 10
Eps-15,Upf1,diopt4,0.2563,FDR 10
Eps-15,lqf,both,0.2421,FDR 10
Eps-15,ALiX,diopt4,0.2292,FDR 10
Eps-15,Usp2,diopt4,0.2275,FDR 10
Lamp1,CG40045,both,0.6218,FDR 1
Lamp1,CG31821,diopt4,0.606,FDR 1
Lamp1,Mal-A2,diopt4,0.5785,FDR 1
Lamp1,CG6479,both,0.55,FDR 5
Lamp1,RASSF8,fly,0.4469,FDR 5
Lamp1,CG4914,diopt4,0.4143,FDR 5
Lamp1,fz3,diopt4,0.413,FDR 5
Lamp1,Pdi,diopt4,0.3991,FDR 5
Lamp1,CG33128,diopt4,0.3809,FDR 5
Lamp1,ATP6AP2,diopt4,0.3035,FDR 10
Lamp1,CG11999,diopt4,0.2863,FDR 10
Lamp1,drpr,fly,0.283,FDR 10
Lamp1,CG4613,diopt4,0.2719,FDR 10
Lamp1,otk,diopt4,0.2623,FDR 10
CG40045,Uba1,both,0.4814,FDR 5
calypso,Asx,both,0.5418,FDR 5
calypso,RpS3A,both,0.2509,FDR 10
thoc5,thoc6,both,0.5647,FDR 1
thoc5,tho2,both,0.5534,FDR 1
thoc5,Hpr1,both,0.4733,FDR 5
thoc5,twin,fly,0.3225,FDR 10
Syx16,Vti1a,both,0.6014,FDR 1
Syx16,Vti1b,both,0.5737,FDR 1
Syx16,Vps45,both,0.5682,FDR 1
Syx16,Slh,both,0.4891,FDR 5
Syx16,Syx8,both,0.4614,FDR 5
Syx16,bi,fly,0.4312,FDR 5
Syx16,Syb,both,0.4163,FDR 5
Syx16,Gos28,both,0.352,FDR 5
Syx16,Syx5,both,0.3199,FDR 10
Syx16,Rcd5,fly,0.3107,FDR 10
Syx16,Syx6,both,0.2756,FDR 10
Psf3,Psf1,both,0.5909,FDR 1
Psf3,Mcm2,both,0.264,FDR 10
eIF4A,NAT1,both,0.5958,FDR 1
eIF4A,eIF4G1,both,0.5624,FDR 1
eIF4A,Gcn5,diopt4,0.252,FDR 10
CG14044,CG9541,fly,0.6211,FDR 1
CG14044,CG1999,fly,0.5434,FDR 5
CG14044,Atg9,fly,0.51,FDR 5
CG14044,zen,fly,0.5022,FDR 5
CG14044,bowl,fly,0.4478,FDR 5
CG14044,UQCR-14,fly,0.4331,FDR 5
CG14044,ArfGAP1,fly,0.3623,FDR 5
CG14044,bin3,fly,0.3598,FDR 5
CG14044,CG12496,fly,0.3597,FDR 5
CG14044,CG14641,fly,0.3394,FDR 5
CG14044,CG15646,fly,0.3202,FDR 10
CG14044,CG3032,fly,0.3046,FDR 10
CG14044,kni,fly,0.3043,FDR 10
CG14044,Atg1,fly,0.2976,FDR 10
CG14044,lin-28,fly,0.2974,FDR 10
CG14044,Sp1,fly,0.2494,FDR 10
CG14044,CG7810,fly,0.2289,FDR 10
CG9541,Sec24AB,fly,0.3329,FDR 10
PyK,CG2964,diopt4,0.6112,FDR 1
PyK,Nup133,diopt4,0.2823,FDR 10
raskol,CG14546,fly,0.2525,FDR 10
Grip75,gammaTub23C,both,0.6209,FDR 1
Grip75,gammaTub37C,both,0.618,FDR 1
Grip75,Grip91,both,0.475,FDR 5
Grip75,Grip128,both,0.454,FDR 5
Grip75,Grip163,both,0.3974,FDR 5
Grip75,Grip84,both,0.2718,FDR 10
gammaTub23C,Grip91,both,0.5974,FDR 1
gammaTub23C,Grip84,both,0.5877,FDR 1
gammaTub23C,Grip163,both,0.5848,FDR 1
gammaTub23C,Grip128,both,0.5745,FDR 1
gammaTub23C,CG17002,fly,0.2631,FDR 10
MBD-R2,nsl1,both,0.6209,FDR 1
MBD-R2,Rcd5,both,0.5743,FDR 1
MBD-R2,dgt1,both,0.4469,FDR 5
MBD-R2,phol,fly,0.3874,FDR 5
MBD-R2,Iswi,fly,0.3216,FDR 10
MBD-R2,CG12075,fly,0.3215,FDR 10
MBD-R2,Ets65A,fly,0.2799,FDR 10
MBD-R2,Rcd1,both,0.2627,FDR 10
MBD-R2,ReepA,fly,0.2274,FDR 10
MBD-R2,CG10086,fly,0.2259,FDR 10
MBD-R2,Su(fu),fly,0.2246,FDR 10
nsl1,Rcd1,both,0.5639,FDR 1
nsl1,Rcd5,both,0.5568,FDR 1
nsl1,mof,both,0.5223,FDR 5
nsl1,dgt1,both,0.5209,FDR 5
nsl1,key,fly,0.4013,FDR 5
CG11911,bai,fly,0.6209,FDR 1
CG11911,sel,fly,0.3291,FDR 10
bai,CG6347,diopt4,0.4845,FDR 5
bai,CHOp24,both,0.478,FDR 5
bai,p24-2,both,0.4739,FDR 5
bai,CG3502,diopt4,0.417,FDR 5
bai,CG2918,diopt4,0.3486,FDR 5
bai,CG15116,diopt4,0.3304,FDR 10
bai,polyph,diopt4,0.2728,FDR 10
bai,CG13397,diopt4,0.2312,FDR 10
CG13430,CG31787,diopt4,0.6208,FDR 1
CG13430,nrv1,diopt4,0.5065,FDR 5
CG13430,p24-1,diopt4,0.492,FDR 5
CG13430,Eph,diopt4,0.408,FDR 5
CG13430,sfl,diopt4,0.3787,FDR 5
CG13430,Nrx-IV,diopt4,0.3373,FDR 10
CG13430,svr,diopt4,0.3332,FDR 10
CG13430,aln,diopt4,0.329,FDR 10
CG13430,otk,diopt4,0.3089,FDR 10
CG13430,stol,diopt4,0.3063,FDR 10
CG13430,Syb,diopt4,0.2974,FDR 10
CG13430,Mgat2,diopt4,0.2727,FDR 10
CG13430,CG3253,diopt4,0.27,FDR 10
CG13430,pip,diopt4,0.2462,FDR 10
CG13430,stj,diopt4,0.2351,FDR 10
CG13430,CG7565,diopt4,0.2308,FDR 10
CG13430,Nepl7,diopt4,0.2297,FDR 10
CG31787,CG4613,diopt4,0.5108,FDR 5
CG31787,CG17919,diopt4,0.4012,FDR 5
CG31787,Mmp1,diopt4,0.3835,FDR 5
CG31787,CG30467,diopt4,0.2908,FDR 10
CG31787,Vap33,diopt4,0.2401,FDR 10
Not1,CG2053,both,0.5636,FDR 1
Not1,gw,both,0.4304,FDR 5
insc,pins,both,0.6207,FDR 1
insc,baz,both,0.5821,FDR 1
insc,egl,fly,0.3163,FDR 10
pins,CG32100,fly,0.6037,FDR 1
pins,CG15646,fly,0.5651,FDR 1
pins,Bem46,fly,0.4364,FDR 5
pins,CG18259,fly,0.4081,FDR 5
pins,CG1647,fly,0.3493,FDR 5
pins,nopo,fly,0.3269,FDR 10
pins,dlg1,both,0.287,FDR 10
pins,meru,fly,0.2749,FDR 10
pins,Hr96,fly,0.2714,FDR 10
pins,CG4896,fly,0.2499,FDR 10
SkpC,slmb,both,0.6206,FDR 1
SkpC,CG9316,fly,0.5392,FDR 5
SkpC,CG14937,fly,0.5364,FDR 5
SkpC,morgue,fly,0.5347,FDR 5
SkpC,CG14317,fly,0.4806,FDR 5
SkpC,Hsl,fly,0.266,FDR 10
slmb,Blimp-1,fly,0.5256,FDR 5
slmb,Cap-H2,fly,0.4633,FDR 5
slmb,glu,fly,0.3867,FDR 5
slmb,morgue,fly,0.3795,FDR 5
slmb,CG8223,fly,0.3638,FDR 5
slmb,CG7407,fly,0.3581,FDR 5
slmb,CG2182,both,0.3488,FDR 5
slmb,Sirt1,both,0.3014,FDR 10
slmb,kibra,both,0.2596,FDR 10
slmb,ci,both,0.2393,FDR 10
baz,RASSF8,both,0.5569,FDR 1
baz,ASPP,both,0.4252,FDR 5
baz,meru,both,0.4099,FDR 5
baz,sktl,fly,0.4029,FDR 5
baz,Stat92E,fly,0.3864,FDR 5
baz,gek,diopt4,0.3713,FDR 5
baz,arm,both,0.3306,FDR 10
baz,CG10702,fly,0.2482,FDR 10
NiPp1,rtp,fly,0.465,FDR 5
Rgl,Rap2l,both,0.4383,FDR 5
Rgl,siz,fly,0.308,FDR 10
RpL32,RpL28,both,0.6202,FDR 1
RpL32,RpS6,both,0.5257,FDR 5
RpL32,RpS23,both,0.4638,FDR 5
RpL32,RpL13A,both,0.3157,FDR 10
RpL32,RpL17,both,0.2992,FDR 10
RpL32,CG8539,fly,0.2696,FDR 10
RpL32,RpS4,both,0.2602,FDR 10
RpL28,RpL4,both,0.5515,FDR 1
RpL28,RpS23,both,0.5338,FDR 5
RpL28,gig,fly,0.4024,FDR 5
RpL28,RpL18,both,0.3968,FDR 5
RpL28,Poxm,fly,0.3878,FDR 5
RpL28,RpS30,both,0.3242,FDR 10
RpL28,RpL5,both,0.3195,FDR 10
mRpS7,fs(1)K10,fly,0.5516,FDR 1
mRpS7,mRpS31,both,0.5001,FDR 5
mRpS7,ens,fly,0.3366,FDR 10
ERR,CG14074,fly,0.6201,FDR 1
ERR,sima,both,0.6002,FDR 1
ERR,rdx,both,0.5435,FDR 5
ERR,Hex-A,diopt4,0.5029,FDR 5
ERR,eyg,fly,0.4491,FDR 5
ERR,srl,diopt4,0.4109,FDR 5
ERR,Ada2b,fly,0.379,FDR 5
ERR,Pten,diopt4,0.3511,FDR 5
ERR,Pkcdelta,diopt4,0.3277,FDR 10
ERR,tn,fly,0.2623,FDR 10
ERR,Pkc53E,diopt4,0.2521,FDR 10
ERR,pll,diopt4,0.2495,FDR 10
CG14074,mei-P22,fly,0.5867,FDR 1
CG14074,ebd1,fly,0.3591,FDR 5
CG14074,rdx,fly,0.359,FDR 5
CG14074,dbo,fly,0.2661,FDR 10
CG14074,CG7737,fly,0.2611,FDR 10
Xpac,Ercc1,both,0.6201,FDR 1
Xpac,CG10939,fly,0.393,FDR 5
Xpac,CG5968,fly,0.2848,FDR 10
Ercc1,mei-9,both,0.5368,FDR 5
Ercc1,CG8642,fly,0.42,FDR 5
Ercc1,CG15631,fly,0.4102,FDR 5
Ercc1,pie,fly,0.2607,FDR 10
ND3,ND6,fly,0.4507,FDR 5
ND3,ND5,fly,0.3134,FDR 10
ND3,ND-39,fly,0.2951,FDR 10
ND3,ND-AGGG,fly,0.2569,FDR 10
CG15772,CG31848,fly,0.4204,FDR 5
mus312,slx1,fly,0.6196,FDR 1
mus312,mei-9,fly,0.475,FDR 5
slx1,Tspo,fly,0.3356,FDR 10
CG11417,RpS11,both,0.6194,FDR 1
CG11417,FLASH,fly,0.4312,FDR 5
CG11417,btz,fly,0.4199,FDR 5
CG11417,Dbp45A,both,0.406,FDR 5
CG11417,CkIIalpha,diopt4,0.3894,FDR 5
CG11417,Tsc1,fly,0.3583,FDR 5
CG11417,CG8223,fly,0.2839,FDR 10
RpS11,RpS8,both,0.5539,FDR 1
RpS11,Pi3K92E,fly,0.4028,FDR 5
RpS11,RpS2,both,0.3658,FDR 5
RpS11,RpL35,both,0.3039,FDR 10
RpS11,Pdk1,fly,0.262,FDR 10
Atg6,Uvrag,both,0.5689,FDR 1
Atg6,Rubicon,diopt4,0.5451,FDR 5
Atg6,Vps15,diopt4,0.5069,FDR 5
Atg6,Atg17,diopt4,0.3771,FDR 5
Atg6,Rab18,fly,0.3074,FDR 10
Atg6,Sec5,diopt4,0.2867,FDR 10
Atg6,GramD1B,diopt4,0.2673,FDR 10
RpII33,Rpb11,both,0.619,FDR 1
RpII33,RpII140,both,0.5672,FDR 1
RpII33,Tomosyn,diopt4,0.4026,FDR 5
Rpb11,Csk,diopt4,0.3333,FDR 10
Pfdn2,CG15676,both,0.619,FDR 1
Pfdn2,Uxt,both,0.6129,FDR 1
Pfdn2,mgr,both,0.5978,FDR 1
Pfdn2,Pdrg1,both,0.2748,FDR 10
Pfdn2,holn1,fly,0.2629,FDR 10
Pfdn2,Hpr1,fly,0.2268,FDR 10
CG15676,mgr,fly,0.5376,FDR 5
CG15676,Hsp70Ba,both,0.4786,FDR 5
CG15676,Cdk4,fly,0.419,FDR 5
CG15676,CG4452,fly,0.3828,FDR 5
CG15676,CG32086,fly,0.3753,FDR 5
CG15676,lms,fly,0.3209,FDR 10
CG15676,CG5968,fly,0.3122,FDR 10
CG15676,bin,fly,0.2468,FDR 10
CG15676,SAK,fly,0.235,FDR 10
Brf,Pak3,diopt4,0.3475,FDR 5
Brf,Mbs,diopt4,0.3301,FDR 10
Cpsf73,Cpsf100,both,0.5639,FDR 1
Cpsf73,Lsm11,fly,0.3919,FDR 5
Cpsf73,Slbp,both,0.308,FDR 10
hzg,msb1l,fly,0.518,FDR 5
hzg,CG6686,diopt4,0.4464,FDR 5
hzg,stau,fly,0.3691,FDR 5
hzg,sna,diopt4,0.2877,FDR 10
hzg,Zyx,diopt4,0.2352,FDR 10
CG6654,CG5044,fly,0.4124,FDR 5
CG6654,grau,fly,0.351,FDR 5
CG6654,CG6769,fly,0.3006,FDR 10
CG8435,P32,fly,0.6184,FDR 1
CG8435,CG15141,fly,0.429,FDR 5
P32,Mst77F,fly,0.4873,FDR 5
P32,CG4617,fly,0.3685,FDR 5
P32,CG13041,fly,0.368,FDR 5
P32,CG15646,fly,0.3652,FDR 5
P32,Dsp1,both,0.2715,FDR 10
P32,RpS10b,fly,0.2693,FDR 10
P32,RpL39,fly,0.2532,FDR 10
P32,aru,both,0.2304,FDR 10
PCNA,dap,both,0.6182,FDR 1
PCNA,PR-Set7,both,0.5914,FDR 1
PCNA,PCNA2,fly,0.568,FDR 1
PCNA,Fen1,both,0.5586,FDR 1
PCNA,CG17666,fly,0.4464,FDR 5
PCNA,SuUR,fly,0.3968,FDR 5
PCNA,Jupiter,fly,0.3117,FDR 10
PCNA,BNIP3,fly,0.279,FDR 10
PCNA,Prosalpha4,fly,0.2472,FDR 10
PCNA,Akap200,fly,0.2407,FDR 10
dap,bcd,fly,0.5354,FDR 5
dap,H,fly,0.5064,FDR 5
dap,bsk,both,0.401,FDR 5
dap,CycG,fly,0.3151,FDR 10
dap,ci,fly,0.2998,FDR 10
dap,sug,fly,0.2853,FDR 10
dap,Rbf,both,0.2849,FDR 10
dap,CG17508,fly,0.2377,FDR 10
dap,CG13625,fly,0.2369,FDR 10
dap,CG15043,fly,0.2306,FDR 10
pps,tra,fly,0.2257,FDR 10
grau,CG11695,fly,0.618,FDR 1
grau,CG7137,fly,0.4203,FDR 5
grau,mei-S332,fly,0.4147,FDR 5
CG11695,CG11696,fly,0.6179,FDR 1
gammaTub37C,Grip91,both,0.596,FDR 1
gammaTub37C,Grip84,both,0.5929,FDR 1
gammaTub37C,Grip163,both,0.5863,FDR 1
gammaTub37C,Grip128,both,0.5581,FDR 1
Asap,sgg,fly,0.3308,FDR 10
vnd,Akt1,diopt4,0.4692,FDR 5
vnd,CkIIalpha,diopt4,0.3838,FDR 5
vnd,D,fly,0.2907,FDR 10
vnd,CG11294,fly,0.2906,FDR 10
vnd,ksr,diopt4,0.2466,FDR 10
vnd,csw,diopt4,0.244,FDR 10
CG11696,CG14667,fly,0.6032,FDR 1
CG11696,CG13405,fly,0.3591,FDR 5
Him,Mef2,fly,0.6068,FDR 1
kn,asrij,fly,0.5384,FDR 5
kn,ct,fly,0.4208,FDR 5
kn,fuss,fly,0.3967,FDR 5
kn,MBD-like,fly,0.3321,FDR 10
kn,spas,fly,0.3315,FDR 10
kn,Trf4-1,fly,0.3289,FDR 10
kn,Pak3,fly,0.2803,FDR 10
dpr6,DIP-zeta,fly,0.5948,FDR 1
dpr6,DIP-epsilon,fly,0.5928,FDR 1
dpr6,DIP-beta,fly,0.5787,FDR 1
dpr6,cDIP,fly,0.4524,FDR 5
Pph13,d4,fly,0.5433,FDR 5
Lk6,GATAe,diopt4,0.5006,FDR 5
Lk6,sgg,diopt4,0.3765,FDR 5
Lk6,cnn,fly,0.3725,FDR 5
Lk6,Cp110,fly,0.3705,FDR 5
Lk6,ana1,fly,0.3586,FDR 5
Lk6,Strump,fly,0.358,FDR 5
Lk6,mam,fly,0.3503,FDR 5
Lk6,p38a,diopt4,0.349,FDR 5
Lk6,Akt1,fly,0.3486,FDR 5
Lk6,ksr,fly,0.3476,FDR 5
Lk6,Erk7,diopt4,0.3435,FDR 5
Lk6,CG12708,fly,0.3255,FDR 10
Lk6,CG11327,fly,0.3162,FDR 10
Lk6,bsk,diopt4,0.3006,FDR 10
Lk6,pnr,diopt4,0.275,FDR 10
Lk6,Pak3,diopt4,0.2468,FDR 10
Lk6,Pak,diopt4,0.2387,FDR 10
Lk6,simj,diopt4,0.2347,FDR 10
Lk6,cbt,diopt4,0.2244,FDR 10
ninaC,rtp,both,0.6176,FDR 1
rtp,CG1394,fly,0.2783,FDR 10
rtp,Atf-2,fly,0.277,FDR 10
bowl,CG43736,fly,0.5345,FDR 5
bowl,CG3104,fly,0.4399,FDR 5
bowl,sina,fly,0.2299,FDR 10
Nup153,Pen,diopt4,0.4974,FDR 5
Nup153,AstC-R1,fly,0.232,FDR 10
holn1,CG3436,both,0.5353,FDR 5
holn1,Prp8,both,0.4506,FDR 5
holn1,CkIIalpha,diopt4,0.4015,FDR 5
Pak,Dp1,diopt4,0.5975,FDR 1
Pak,kst,both,0.5893,FDR 1
Pak,RtGEF,both,0.5885,FDR 1
Pak,sgg,diopt4,0.5654,FDR 1
Pak,CdGAPr,diopt4,0.5559,FDR 1
Pak,mbc,diopt4,0.5549,FDR 1
Pak,Plap,diopt4,0.4842,FDR 5
Pak,dock,both,0.4706,FDR 5
Pak,CG10417,diopt4,0.4605,FDR 5
Pak,Pak3,both,0.4532,FDR 5
Pak,N,both,0.4414,FDR 5
Pak,Abl,diopt4,0.4308,FDR 5
Pak,Akt1,diopt4,0.4287,FDR 5
Pak,Apc,diopt4,0.4172,FDR 5
Pak,Cdc2rk,diopt4,0.4053,FDR 5
Pak,dlg1,fly,0.4019,FDR 5
Pak,CG12723,fly,0.3901,FDR 5
Pak,scrib,both,0.3857,FDR 5
Pak,pum,diopt4,0.3836,FDR 5
Pak,shot,diopt4,0.3815,FDR 5
Pak,His3:CG33842,diopt4,0.3719,FDR 5
Pak,His4:CG33895,diopt4,0.3714,FDR 5
Pak,g,diopt4,0.3637,FDR 5
Pak,Git,both,0.3569,FDR 5
Pak,slpr,diopt4,0.3561,FDR 5
Pak,alpha-Spec,diopt4,0.3391,FDR 5
Pak,sol,fly,0.3372,FDR 10
Pak,Smurf,diopt4,0.3358,FDR 10
Pak,GluRIIA,fly,0.3317,FDR 10
Pak,Klp10A,diopt4,0.3301,FDR 10
Pak,LIMK1,both,0.3277,FDR 10
Pak,Nab2,diopt4,0.3251,FDR 10
Pak,nocte,diopt4,0.3194,FDR 10
Pak,Hsp83,diopt4,0.3076,FDR 10
Pak,drk,diopt4,0.306,FDR 10
Pak,betaNACtes6,diopt4,0.3052,FDR 10
Pak,RpS6,diopt4,0.3044,FDR 10
Pak,Nedd4,diopt4,0.3029,FDR 10
Pak,Btk29A,diopt4,0.3005,FDR 10
Pak,Tomosyn,diopt4,0.2979,FDR 10
Pak,CG6163,fly,0.2944,FDR 10
Pak,Pitslre,diopt4,0.2906,FDR 10
Pak,Alk,diopt4,0.2796,FDR 10
Pak,Ror,diopt4,0.2759,FDR 10
Pak,if,diopt4,0.2693,FDR 10
Pak,bon,diopt4,0.2679,FDR 10
Pak,Erk7,diopt4,0.2651,FDR 10
Pak,Pkcdelta,diopt4,0.2645,FDR 10
Pak,Apc2,diopt4,0.2645,FDR 10
Pak,Upf1,diopt4,0.2632,FDR 10
Pak,sqd,diopt4,0.2619,FDR 10
Pak,Hsp60D,diopt4,0.248,FDR 10
Pak,lic,diopt4,0.2462,FDR 10
Pak,Hsp70Ba,diopt4,0.2435,FDR 10
Pak,SC35,diopt4,0.2427,FDR 10
Pak,Stat92E,diopt4,0.2417,FDR 10
Pak,Np,fly,0.2416,FDR 10
Pak,SAK,diopt4,0.239,FDR 10
Pak,Hsp70Bb,diopt4,0.2337,FDR 10
Pak,Hsp70Bc,diopt4,0.2337,FDR 10
Pak,ago,diopt4,0.2275,FDR 10
Dhx15,CG31550,both,0.6068,FDR 1
Dhx15,CG8079,both,0.6032,FDR 1
Dhx15,mRpL1,fly,0.4953,FDR 5
Dhx15,CG10324,both,0.3863,FDR 5
Dhx15,CG9684,fly,0.3629,FDR 5
Dhx15,bsk,both,0.2591,FDR 10
RpS30,RpS9,both,0.6117,FDR 1
RpS30,RpS3A,both,0.5318,FDR 5
RpS30,RpS23,both,0.4909,FDR 5
RpS30,RpS10a,both,0.4813,FDR 5
RpS30,RpL3,both,0.4502,FDR 5
RpS30,RpL39,both,0.4368,FDR 5
RpS30,RpS18,both,0.4362,FDR 5
RpS30,RpL30,both,0.3847,FDR 5
